"city","yrs_on_list","industry","url","state_s","revenue","state_l","metro","rank","company","growth","id","workers"
"Santa Monica","7","Logistics & Transportation","casestack","CA","117111000","California","Los Angeles","3661","CaseStack","87.711","3390","167"
"Minnetonka","2","IT Services","safenet-consulting","MN","16351440","Minnesota","Minneapolis","3662","SafeNet Consulting","87.7031","11878","107"
"Colorado Springs","5","Government Services","braxton-science-technology-group","CO","26428577","Colorado","Colorado Springs, CO","3663","Braxton Science & Technology Group","87.6785","18537","133"
"Charleston","3","Media","advantage-media-group","SC","2998046","South Carolina","Charleston-North Charleston, SC","3664","Advantage Media Group","87.6674","22107","18"
"Brooklyn","1","IT Services","marathon-consulting-brooklyn-ny","NY","2706370","New York","New York City","3665","Marathon Consulting (Brooklyn, NY)","87.6244","24864","27"
"Fort Myers","2","Construction","stevens-construction","FL","21655118","Florida","Cape Coral-Fort Myers, FL","3666","Stevens Construction","87.5358","24447","14"
"Tempe","4","Food & Beverage","tilted-kilt-franchsie-operating","AZ","19640563","Arizona","Phoenix","3667","Tilted Kilt Franchsie Operating","87.5235","19474","131"
"Birmingham","8","Human Resources","employment-screening-services","AL","12393822","Alabama","Birmingham-Hoover, AL","3668","Employment Screening Services","87.5169","3455","58"
"Miramar","6","Energy","us-gas-electric","FL","318306313","Florida","Miami","3669","U.S. Gas & Electric","87.5108","202","194"
"Alpharetta","1","IT Services","paramount-software-solutions","GA","14220646","Georgia","Atlanta","3670","Paramount Software Solutions","87.459","26554","125"
"Rochester","2","IT Services","capstone-information-technologies","NY","2965583","New York","Rochester, NY","3671","Capstone Information Technologies","87.4597","5394","19"
"Chicago","5","IT Services","servercentral","IL","30597000","Illinois","Chicago","3672","ServerCentral","87.4472","18546","78"
"Naples","1","Computer Hardware","ex-it-technologies","FL","3951207","Florida","Naples-Marco Island, FL","3673","Ex-it Technologies","87.4046","26056","9"
"Redmond","7","Human Resources","protingent","WA","30411000","Washington","Seattle","3674","Protingent","87.3752","3751","37"
"Nashville","9","Construction","hiller-plumbing-heating-cooling","TN","60879776","Tennessee","Nashville","3675","Hiller Plumbing, Heating & Cooling","87.3695","22836","392"
"Portland","3","Telecommunications","certified-languages-international","OR","18425689","Oregon","Portland, OR","3676","Certified Languages International","87.3433","18458","67"
"Perrysburg","1","Business Products & Services","material-handling-services","OH","148379000","Ohio","Toledo, OH","3677","Material Handling Services","87.3188","26544","369"
"McLean","4","Business Products & Services","morganfranklin-consulting","VA","63944320","Virginia","Washington, DC","3678","MorganFranklin Consulting","87.2934","24711","246"
"Reno","1","IT Services","no-ip","NV","3536000","Nevada","Reno-Sparks, NV","3679","No-IP","87.2881","25563","14"
"Troy","1","Human Resources","malace-associates","MI","29147290","Michigan","Detroit","3680","Malace Associates","87.2667","25295","1200"
"Hillsboro","3","Manufacturing","tinitron","OR","5978886","Oregon","Portland, OR","3681","Tinitron","87.2734","715","21"
"Falls Church","3","Software","nexus-systems","VA","5662290","Virginia","Washington, DC","3682","Nexus Systems","87.2417","21855","52"
"Cedar Rapids","2","Health","health-solutions","IA","2945000","Iowa","Cedar Rapids, IA","3683","Health Solutions","86.9841","22010","33"
"Scotch Plains","3","Health","tiny-tots-therapy","NJ","3768093","New Jersey","New York City","3684","Tiny Tots Therapy","86.921","21247","48"
"Pensacola","8","Business Products & Services","ims-expertservices","FL","34688607","Florida","Pensacola-Ferry Pass-Brent, FL","3685","IMS ExpertServices","86.8865","1966","54"
"Richmond","5","Human Resources","dominion-payroll-services","VA","5322155","Virginia","Richmond, VA","3686","Dominion Payroll Services","86.8709","18302","45"
"St. Louis","6","IT Services","kellymitchell","MO","79644000","Missouri","St. Louis, MO-IL","3687","KellyMitchell","86.8569","3029","1800"
"Fredericksburg","6","Environmental Services","marstel-day","VA","16035295","Virginia","Washington, DC","3688","Marstel-Day","86.6692","2762","116"
"Grand Rapids","4","Human Resources","jbl-resources","MI","10272942","Michigan","Grand Rapids-Wyoming, MI","3689","JBL Resources","86.6448","19585","71"
"Hebron","1","Manufacturing","bonfiglioli-usa","KY","128682035","Kentucky","Cincinnati","3690","Bonfiglioli USA","86.6245","25457","75"
"Franklin","1","Energy","eco-energy-global-biofuels","TN","4138790000","Tennessee","Nashville","3691","Eco-Energy Global Biofuels","86.5446","25932","109"
"Alexandria","1","IT Services","prosphere","VA","5988894","Virginia","Washington, DC","3692","ProSphere","86.444","26589","45"
"Huntington Beach","1","IT Services","method-technologies","CA","2116024","California","Los Angeles","3693","Method Technologies","86.4443","25353","18"
"Denver","3","Advertising & Marketing","diablo-media","CO","18694000","Colorado","Denver","3694","Diablo Media","86.3623","21459","23"
"Houston","5","Energy","new-tech-global","TX","206340191","Texas","Houston","3695","New Tech Global","86.3263","1893","91"
"Salt Lake City","4","Business Products & Services","us-translation-company","UT","4057548","Utah","Salt Lake City","3696","U.S. Translation Company","86.3195","18164","16"
"Hasbrouck Heights","1","IT Services","edgesys","NJ","2322000","New Jersey","New York City","3697","EdgeSys","86.2069","25669","25"
"Virginia Beach","5","IT Services","marathon-consulting-virginia-beach-va","VA","5857769","Virginia","Virginia Beach-Norfolk-Newport News, VA-NC","3698","Marathon Consulting (Virginia Beach, VA)","86.0987","17587","44"
"Houston","2","Logistics & Transportation","genox-transportation","TX","49836242","Texas","Houston","3699","Genox Transportation","86.0923","6190","28"
"Dublin","6","Telecommunications","product-support-solutions","CA","16711211","California","San Francisco","3700","Product Support Solutions","86.0442","3494","60"
"Jackson","7","Health","great-lakes-home-health-hospice","MI","130363957","Michigan","Jackson, MI","3701","Great Lakes Home Health & Hospice","86.0259","21648","1100"
"Mobile","8","Telecommunications","southern-light","AL","65427953","Alabama","Mobile, AL","3702","Southern Light","85.9408","995","167"
"Garner","1","Software","viztek","NC","54267032","North Carolina","Raleigh-Cary, NC","3703","Viztek","85.922","26197","80"
"McKinney","7","Consumer Products & Services","benjamin-franklin-plumbing","TX","14028041","Texas","Dallas","3704","Benjamin Franklin Plumbing","85.9091","3803","150"
"River Falls","3","Food & Beverage","fiberstar","WI","9974037","Wisconsin","Minneapolis","3705","Fiberstar","85.9032","19942","35"
"Chicago","2","Software","strata-decision-technology","IL","21832000","Illinois","Chicago","3706","Strata Decision Technology","85.8834","24358","104"
"Englewood","2","IT Services","dbak","CO","12243191","Colorado","Denver","3707","DBAK","85.869","23953","50"
"Washington","8","Government Services","tcg","DC","18864304","District of Columbia","Washington, DC","3708","TCG","85.8359","692","56"
"Manitowoc","6","Business Products & Services","americollect","WI","11053659","Wisconsin","Manitowoc, WI","3709","Americollect","85.8378","3795","162"
"San Diego","1","Advertising & Marketing","the-dzap-group","CA","4155000","California","San Diego","3710","The DZAP Group","85.7398","26389","35"
"New York","1","Environmental Services","junkluggers","NY","3016015","New York","New York City","3711","Junkluggers","85.6923","25224","63"
"Round Rock","1","Insurance","gomedigap","TX","2007998","Texas","Austin","3712","GoMedigap","85.6797","26441","28"
"Phoenix","2","Software","b2gnow","AZ","3289288","Arizona","Phoenix","3713","B2Gnow","85.6187","24542","21"
"Southern Pines","2","Advertising & Marketing","buycalls","NC","4962910","North Carolina","Southern Pines-Pinehurst, NC","3714","BuyCalls","85.5939","23329","10"
"Mount Laurel","4","Health","free-for-all","NJ","4194500","New Jersey","Philadelphia","3715","Free For All","85.5684","19318","17"
"Richardson","2","Energy","chestnut-exploration-companies","TX","11617000","Texas","Dallas","3716","Chestnut Exploration Companies","85.5454","632","46"
"El Paso","4","Logistics & Transportation","trans-expedite","TX","49110562","Texas","El Paso, TX","3717","Trans-Expedite","85.4995","20607","185"
"West Bridgewater","2","Consumer Products & Services","auto-drive-1","MA","14290824","Massachusetts","Boston","3718","Auto Drive 1","85.5037","22455","29"
"Rochester","8","Telecommunications","fibertech-networks","NY","169474767","New York","Rochester, NY","3719","Fibertech Networks","85.4885","2391","280"
"Fayetteville","1","Real Estate","mark-zweig","AR","3459420","Arkansas","Fayetteville-Springdale-Rogers, AR-MO","3720","Mark Zweig","85.4256","25068","2"
"Soquel","1","Construction","bellows-plumbing-heating-air","CA","3098705","California","Santa Cruz-Watsonville, CA","3721","Bellows Plumbing, Heating & Air","85.1439","25148","28"
"Austin","1","Insurance","independence-title","TX","62817150","Texas","Austin","3722","Independence Title","85.1305","25529","300"
"Encinitas","3","Business Products & Services","express-companies","CA","5762726","California","San Diego","3723","Express Companies","85.1283","22507","15"
"Blue Mounds","3","Manufacturing","midwest-prototyping","WI","3347365","Wisconsin","Madison, WI","3724","Midwest Prototyping","85.116","21854","23"
"Schaumburg","2","Human Resources","markryan-associates","IL","2270190","Illinois","Chicago","3725","Mark/Ryan Associates","85.0947","5028","10"
"Arlington","3","Food & Beverage","main-event-caterers","VA","9616528","Virginia","Washington, DC","3726","Main Event Caterers","85.0781","22195","85"
"Rochelle Park","4","Business Products & Services","insys-group","NJ","35793087","New Jersey","New York City","3727","INSYS Group","85.0278","6566","252"
"Atlanta","1","Health","hr1-services","GA","98491437","Georgia","Atlanta","3728","HR1 Services","84.9117","25263","120"
"Denver","2","IT Services","junction-solutions","CO","50805211","Colorado","Denver","3729","Junction Solutions","84.8983","24186","220"
"Houston","6","Business Products & Services","excalibur-exhibits","TX","10522055","Texas","Houston","3730","Excalibur Exhibits","84.8356","3712","35"
"Matawan","9","Software","icims","NJ","47401022","New Jersey","New York City","3731","iCIMS","84.7069","965","270"
"Alpharetta","7","IT Services","safe-systems","GA","13770681","Georgia","Atlanta","3732","Safe Systems","84.6908","22413","81"
"Addison","2","Human Resources","dployit","TX","11338976","Texas","Dallas","3733","DPLOYIT","84.6935","5340","1132"
"Mansfield","4","Food & Beverage","chex-finer-foods","MA","45266935","Massachusetts","Providence-New Bedford-Fall River, RI-MA","3734","Chex Finer Foods","84.6615","20400","58"
"Hunt Valley","1","Health","connectyourcare","MD","18588000","Maryland","Baltimore","3735","ConnectYourCare","84.6612","26338","95"
"Methuen","1","Government Services","dnutch-associates","MA","2106926","Massachusetts","Boston","3736","Dnutch Associates","84.6572","25704","40"
"Dallas","1","Health","lone-star-distribution","TX","115457000","Texas","Dallas","3737","Lone Star Distribution","84.6249","24817","145"
"Colorado Springs","7","Government Services","infinity-systems-engineering","CO","25374561","Colorado","Colorado Springs, CO","3738","Infinity Systems Engineering","84.6222","2340","115"
"Newark","2","Business Products & Services","teksolv","DE","14567727","Delaware","Philadelphia","3739","TekSolv","84.5711","23817","166"
"Roslyn Heights","3","Telecommunications","advantage-communications-group","NY","6384084","New York","New York City","3740","Advantage Communications Group","84.5473","21608","16"
"Nashville","2","Business Products & Services","music-city-tents-events","TN","4139680","Tennessee","Nashville","3741","Music City Tents & Events","84.5059","24028","51"
"Westmont","1","Human Resources","employco-usa","IL","169801000","Illinois","Chicago","3742","Employco USA","84.4681","25759","52"
"Lehi","2","Software","efilecabinet","UT","3512196","Utah","Provo-Orem, UT","3743","eFileCabinet","84.4648","24207","32"
"Alpharetta","2","Software","xpanxion","GA","22357000","Georgia","Atlanta","3744","Xpanxion","84.418","24334","430"
"Melrose Park","1","Health","centurion-service-group","IL","17700963","Illinois","Chicago","3745","Centurion Service Group","84.4231","26040","28"
"San Diego","5","Construction","jackson-design-and-remodeling","CA","10025896","California","San Diego","3746","Jackson Design and Remodeling","84.3325","3989","40"
"Canton","4","Construction","southeast-restoration-group","GA","15730000","Georgia","Atlanta","3747","Southeast Restoration Group","84.3215","20288","68"
"Fort Lauderdale","1","Insurance","patriot-risk-services","FL","26268611","Florida","Miami","3748","Patriot Risk Services","84.3033","24953","217"
"Carrollton","7","Manufacturing","innovative-idm","TX","27323365","Texas","Dallas","3749","Innovative-IDM","84.2352","21780","94"
"Hollywood","1","Advertising & Marketing","fish-consulting","FL","2288000","Florida","Miami","3750","Fish Consulting","84.219","25211","14"
"Indianapolis","1","Health","apex-benefits-group","IN","6264215","Indiana","Indianapolis, IN","3751","Apex Benefits Group","84.176","25797","40"
"Plano","4","Advertising & Marketing","vlg-advertising","TX","5401024","Texas","Dallas","3752","VLG Advertising","83.9979","20611","31"
"Harrisburg","8","Retail","cj-pony-parts","PA","38207235","Pennsylvania","Harrisburg-Carlisle, PA","3753","CJ Pony Parts","83.9436","4628","107"
"Virginia Beach","3","Government Services","valkyrie-enterprises","VA","26894595","Virginia","Virginia Beach-Norfolk-Newport News, VA-NC","3754","Valkyrie Enterprises","83.8888","21644","214"
"Chatsworth","6","IT Services","cal-net-technology-group","CA","17845291","California","Los Angeles","3755","Cal Net Technology Group","83.8788","2650","86"
"San Jose","4","IT Services","jade-global","CA","15035072","California","San Jose","3756","Jade Global","83.7044","20717","180"
"Indianapolis","1","Consumer Products & Services","progressive-design-apparel","IN","3316808","Indiana","Indianapolis, IN","3757","Progressive Design Apparel","83.6998","25726","25"
"Austin","1","Construction","ja-mar-roofing-sheet-metal","TX","6759280","Texas","Austin","3758","Ja-Mar Roofing & Sheet Metal","83.6877","25063","9"
"Richmond","9","IT Services","captech-ventures","VA","78671000","Virginia","Richmond, VA","3759","CapTech Ventures","83.6777","2735","411"
"Philipsburg","2","Manufacturing","diamondback-automotive-accessories","PA","4446904","Pennsylvania","State College, PA","3760","DiamondBack Automotive Accessories","83.67","24347","40"
"Valley View","5","Advertising & Marketing","fathom-valley-view-oh","OH","16289000","Ohio","Cleveland","3761","Fathom (Valley View, OH)","83.6001","21992","145"
"Matthews","1","Financial Services","lba-certified-public-accountants","NC","3952000","North Carolina","Charlotte","3762","LB&A, Certified Public Accountants","83.5628","25149","35"
"New York","6","IT Services","qed","NY","9055453","New York","New York City","3763","Q.E.D.","83.5126","3806","84"
"Chandler","8","Health","isagenix-international","AZ","448143000","Arizona",,"3764","Isagenix International","83.4224","22784","475"
"Bloomington","1","IT Services","global-data-solutions","IL","2487708","Illinois","Bloomington-Normal, IL","3765","Global Data Solutions","83.4221","25525","31"
"Burlington","1","Software","black-duck-software","MA","30201086","Massachusetts","Boston","3766","Black Duck Software","83.3897","25729","153"
"West Palm Beach","1","Engineering","wantman-group","FL","20974017","Florida","Miami","3767","Wantman Group","83.3781","24658","130"
"Houston","8","Health","healthhelp","TX","39570597","Texas","Houston","3768","HealthHelp","83.351","2919","335"
"Chicago","4","Financial Services","avondale-strategic-partners","IL","4194438","Illinois","Chicago","3769","Avondale Strategic Partners","83.331","19274","13"
"New York","2","Business Products & Services","alac-international","NY","61269986","New York","New York City","3770","ALAC International","83.3101","23554","11"
"Portland","1","Media","maine-magazinemaine-home-design","ME","4470983","Maine","Portland-South Portland-Biddeford, ME","3771","Maine Magazine/Maine Home Design","83.1974","26522","20"
"Greenwood Village","6","Human Resources","discovery-outsourcing","CO","50393826","Colorado","Denver","3772","Discovery Outsourcing","83.1874","1256","4800"
"New York","2","Advertising & Marketing","resolute-digital","NY","12581095","New York","New York City","3773","Resolute Digital","83.1556","5293","46"
"Cary","1","Health","ockham-development-group","NC","54423312","North Carolina","Raleigh-Cary, NC","3774","Ockham Development Group","83.1496","25670","320"
"San Diego","4","Business Products & Services","gap-intelligence","CA","4413914","California","San Diego","3775","Gap Intelligence","83.1422","20050","35"
"Troy","3","Financial Services","portfolio-solutions","MI","3783904","Michigan","Detroit","3776","Portfolio Solutions","83.0452","22478","22"
"Fort Myers","5","Human Resources","gecko-hospitality","FL","6176936","Florida","Cape Coral-Fort Myers, FL","3777","Gecko Hospitality","83.0393","5193","30"
"Reston","3","Advertising & Marketing","media-prowler","VA","23137924","Virginia","Washington, DC","3778","Media Prowler","82.971","20859","54"
"Troy","7","Telecommunications","one-call-now","OH","13517708","Ohio","Greenville, OH","3779","One Call Now","82.8977","503","90"
"Phoenix","3","Consumer Products & Services","iq-office-products","AZ","5102000","Arizona","Phoenix","3780","IQ Office Products","82.8674","21422","14"
"Reno","6","Retail","jimmy-beans-wool","NV","7392000","Nevada","Reno-Sparks, NV","3781","Jimmy Beans Wool","82.8345","3235","41"
"Seattle","5","Business Products & Services","fierce","WA","6581312","Washington","Seattle","3782","Fierce","82.7745","2085","23"
"Austin","3","Retail","mansion-athletics","TX","2288822","Texas","Austin","3783","Mansion Athletics","82.7721","21678","25"
"Denver","6","IT Services","rtl-networks","CO","23914572","Colorado","Denver","3784","RTL Networks","82.7462","1865","125"
"Los Angeles","2","Computer Hardware","apposite-technologies","CA","4703536","California","Los Angeles","3785","Apposite Technologies","82.681","24180","8"
"Tecumseh","1","Business Products & Services","diggypod","MI","3551378","Michigan","Adrian, MI","3786","DiggyPOD","82.638","25748","17"
"Gurnee","7","Consumer Products & Services","quest-products","IL","16927143","Illinois","Chicago","3787","Quest Products","82.5232","380","26"
"Skillman","4","Retail","findtapecom","NJ","5175548","New Jersey","Trenton-Ewing, NJ","3788","FindTape.com","82.5096","20064","2"
"Athens","3","Security","bos-security","GA","2686519","Georgia","Athens-Clarke, GA","3789","BOS Security","82.4549","21272","100"
"Seattle","4","Advertising & Marketing","206","WA","16061698","Washington","Seattle","3790","206","82.425","19858","41"
"St. Louis","6","Education","gl-group","MO","90119422","Missouri","St. Louis, MO-IL","3791","GL Group","82.4244","4488","185"
"New Castle","2","Engineering","keystone-compliance","PA","2059931","Pennsylvania","New Castle, PA","3792","Keystone Compliance","82.3939","23595","15"
"Atlanta","6","Financial Services","payscape-advisors","GA","9725280","Georgia","Atlanta","3793","Payscape Advisors","82.2267","159","150"
"San DIego","1","Consumer Products & Services","dobi-associates","CA","12541082","California","San Diego","3794","Dobi & Associates","82.1946","26219","8"
"Altamonte Springs","4","Energy","power-pro-tech-services","FL","20558997","Florida","Orlando, FL","3795","Power Pro-Tech Services","82.135","5676","130"
"Hastings","1","Manufacturing","plasticprinterscom","MN","8219891","Minnesota","Minneapolis","3796","PlasticPrinters.com","82.1197","25957","62"
"Coral Springs","3","Software","aod-software","FL","27852000","Florida","Miami","3797","AOD Software","82.0987","18677","139"
"Oak Park","1","Business Products & Services","prognos","IL","5291654","Illinois","Chicago","3798","Prognos","82.102","24802","13"
"Centennial","5","Consumer Products & Services","golftec","CO","28037101","Colorado","Denver","3799","GolfTEC","82.0832","6099","254"
"Portland","5","Security","iovation","OR","18648750","Oregon","Portland, OR","3800","iovation","82.0711","18102","82"
"Coral Springs","2","Business Products & Services","nordis-direct","FL","13505132","Florida","Miami","3801","Nordis Direct","82.064","24427","90"
"Denver","6","Software","equus-software","CO","12035000","Colorado","Denver","3802","Equus Software","82.0175","2470","47"
"Manhattan","5","Business Products & Services","purple-wave","KS","9394075","Kansas","Manhattan, KS","3803","Purple Wave","82.0249","18136","77"
"Lehigh Acres","1","Insurance","first-family-insurance","FL","5465684","Florida","Cape Coral-Fort Myers, FL","3804","First Family Insurance","82.0214","24940","45"
"Chesterfield","3","Financial Services","cornerstone-mortgage","MO","23078377","Missouri","St. Louis, MO-IL","3805","Cornerstone Mortgage","81.949","19849","129"
"Atlanta","6","Consumer Products & Services","ticket-alternative","GA","12794127","Georgia","Atlanta","3806","Ticket Alternative","81.9416","2798","23"
"Rochester Hills","4","Business Products & Services","tti-global","MI","115543941","Michigan","Detroit","3807","TTi Global","81.9241","20168","1511"
"Galena","4","IT Services","leading-edje","OH","3875000","Ohio","Columbus, OH","3808","Leading EDJE","81.9249","19625","30"
"Mission Viejo","8","Advertising & Marketing","lifescript","CA","39535000","California","Los Angeles","3809","LifeScript","81.9039","2672","73"
"Los Angeles","1","Business Products & Services","payrollcentric","CA","2421000","California","Los Angeles","3810","PayrollCentric","81.8933","24982","16"
"La Grange","4","Manufacturing","id-additives","IL","4853415","Illinois","Chicago","3811","iD Additives","81.8743","19733","7"
"Bowling Green","6","Manufacturing","novavision","OH","9811086","Ohio","Toledo, OH","3812","NovaVision","81.7502","3290","55"
"Newtown","5","Advertising & Marketing","optimal-strategix-group","PA","11895750","Pennsylvania","Philadelphia","3813","Optimal Strategix Group","81.6714","17551","66"
"Seattle","6","Media","nyhus-communications","WA","4894965","Washington","Seattle","3814","Nyhus Communications","81.663","1236","21"
"Austin","1","Business Products & Services","office-furniture-now","TX","4558982","Texas","Austin","3815","Office Furniture NOW","81.6367","25994","26"
"Chicago","4","Advertising & Marketing","consumerbase","IL","6119040","Illinois","Chicago","3816","ConsumerBase","81.6185","20265","39"
"Plainsboro","1","IT Services","lorven-technologies","NJ","4482860","New Jersey","New York City","3817","Lorven Technologies","81.6006","25678","24"
"Fort Washington","5","Health","the-ellison-nursing-group","PA","7612146","Pennsylvania","Philadelphia","3818","The Ellison Nursing Group","81.5538","21982","147"
"Bellevue","2","Financial Services","g2-web-services","WA","18875128","Washington","Seattle","3819","G2 Web Services","81.4761","24085","102"
"Louisville","4","Retail","street-moda","KY","10533524","Kentucky","Louisville/Jefferson, KY-IN","3820","Street Moda","81.4806","19871","40"
"San Leandro","12","Human Resources","trinet","CA","1644275000","California","San Francisco","3821","TriNet","81.4493","2168","1783"
"King of Prussia","1","IT Services","databank","PA","63996893","Pennsylvania","Philadelphia","3822","DataBank","81.4524","25010","545"
"Hudson","1","Business Products & Services","customer-centricity","NH","4534782","New Hampshire","Manchester-Nashua, NH","3823","Customer Centricity","81.3993","24981","17"
"Claremont","3","Real Estate","cal-american-homes","CA","3427337","California","Los Angeles","3824","Cal-American Homes","81.3247","21183","5"
"Huntsville","6","Health","us-diagnostics","AL","12859334","Alabama","Huntsville, AL","3825","US Diagnostics","81.21","7009","23"
"Phoenix","8","Software","lawlogix-group","AZ","12368651","Arizona","Phoenix","3826","LawLogix Group","81.1988","1311","63"
"Clearwater","3","Telecommunications","stratus-video-interpreting","FL","56379974","Florida","Tampa","3827","Stratus Video Interpreting","81.1534","22176","621"
"Olathe","4","IT Services","esolutions","KS","17346349","Kansas","Kansas City, MO-KS","3828","eSolutions","81.1257","18463","82"
"Naperville","2","Business Products & Services","sikich-llp","IL","99980476","Illinois","Chicago","3829","Sikich LLP","81.1199","24518","579"
"Chicago","1","Security","monterrey-security","IL","17850614","Illinois","Chicago","3830","Monterrey Security","81.1139","24889","365"
"Fairfax","7","IT Services","accelera-solutions","VA","41822030","Virginia","Washington, DC","3831","Accelera Solutions","81.1043","279","108"
"Mishawaka","5","Human Resources","trupay","IN","5551777","Indiana","South Bend-Mishawaka, IN-MI","3832","TruPay","81.0703","18399","37"
"Dallas","3","Financial Services","ryan","TX","390420342","Texas","Dallas","3833","Ryan","81.0383","22564","1711"
"Chicago","1","IT Services","bayforce","IL","28046962","Illinois","Chicago","3834","Bayforce","81.0394","25409","39"
"Plymouth Meeting","7","Health","therapy-source","PA","20015000","Pennsylvania","Philadelphia","3835","Therapy Source","81.0166","1947","45"
"Dallas","1","IT Services","bravotech","TX","10613821","Texas","Dallas","3836","BravoTECH","80.9871","25982","129"
"Lakewood","7","Engineering","zap-engineering-construction-services","CO","25129294","Colorado","Denver","3837","ZAP Engineering & Construction Services","80.8704","3861","62"
"Malvern","8","Advertising & Marketing","stream-companies","PA","30105541","Pennsylvania","Philadelphia","3838","Stream Companies","80.7972","1158","92"
"New York","4","Health","onco360","NY","121787440","New York","New York City","3839","Onco360","80.774","17931","78"
"Charlotte","5","Financial Services","goodmortgagecom","NC","13425748","North Carolina","Charlotte","3840","GoodMortgage.com","80.7726","8796","105"
"Chatsworth","2","Consumer Products & Services","puzzled","CA","3521973","California","Los Angeles","3841","Puzzled","80.5447","24375","23"
"Roswell","2","Financial Services","factortrust","GA","8853581","Georgia","Atlanta","3842","FactorTrust","80.4959","23954","21"
"Atlanta","1","Business Products & Services","the-service-fort","GA","2056350","Georgia","Atlanta","3843","The Service Fort","80.3648","26401","140"
"Wilmette","7","IT Services","intetics","IL","13764000","Illinois","Chicago","3844","Intetics","80.2514","1178","437"
"Cleveland","2","Telecommunications","the-t1-company","OH","3600171","Ohio","Cleveland","3845","The T1 Company","80.2255","24471","13"
"Frisco","5","Logistics & Transportation","tts","TX","515427499","Texas","Dallas","3846","TTS","80.2247","18451","196"
"Houston","2","Human Resources","walker-elliott","TX","2955276","Texas","Houston","3847","Walker Elliott","80.1994","23626","21"
"Woods Cross","7","Consumer Products & Services","candle-warmers-etc","UT","11565988","Utah","Ogden-Clearfield, UT","3848","Candle Warmers Etc.","80.178","6944","38"
"Las Vegas","4","IT Services","link-technologies","NV","11274014","Nevada","Las Vegas-Paradise, NV","3849","Link Technologies","80.1586","20705","107"
"Madison","2","Financial Services","secure-banking-solutions","SD","2666752","South Dakota",,"3850","Secure Banking Solutions","80.1609","24169","42"
"Franklin","1","Advertising & Marketing","blink-marketing","TN","2254440","Tennessee","Nashville","3851","Blink Marketing","80.1631","26095","5"
"Lafayette","4","Manufacturing","ccx","CO","21334082","Colorado","Boulder, CO","3852","CCX","80.1118","11500","150"
"Novi","4","IT Services","red-level-networks","MI","5145000","Michigan","Detroit","3853","Red Level Networks","80.084","20280","30"
"Beaverton","3","IT Services","prokarma","OR","94149808","Oregon","Portland, OR","3854","ProKarma","80.0549","11","1700"
"Glendale","4","Financial Services","usaepay","CA","6950000","California","Los Angeles","3855","USAePay","80.0518","19656","45"
"Woodinville","8","Food & Beverage","saltworks","WA","17040178","Washington","Seattle","3856","SaltWorks","80.0201","1654","61"
"Columbus","1","Environmental Services","robovent","OH","29019532","Ohio","Columbus, OH","3857","RoboVent","79.9925","26452","120"
"Great Neck","1","Health","reddy-care-physical-therapy","NY","2989511","New York","New York City","3858","Reddy Care Physical Therapy","79.9745","24973","50"
"Annapolis","3","Government Services","federal-staffing-resources","MD","28680400","Maryland","Baltimore","3859","Federal Staffing Resources","79.9539","21469","347"
"West Palm Beach","2","Human Resources","oasis-outsourcing","FL","229310000","Florida","Miami","3860","Oasis Outsourcing","79.9272","24272","624"
"Aurora","2","Financial Services","revenue-enterprises","CO","5006732","Colorado","Denver","3861","Revenue Enterprises","79.9268","24480","63"
"Louisville","8","IT Services","v-soft-consulting-group","KY","42819953","Kentucky","Louisville/Jefferson, KY-IN","3862","V-Soft Consulting Group","79.9169","3153","375"
"Miami","1","Retail","zicom","FL","5307790","Florida","Miami","3863","Zicom","79.9226","26070","12"
"Bloomington","5","IT Services","javen-technologies","MN","9428846","Minnesota","Minneapolis","3864","Javen Technologies","79.9107","927","60"
"Davis","3","Energy","blue-oak-energy","CA","14965838","California","Vallejo-Fairfield, CA","3865","Blue Oak Energy","79.8888","22285","45"
"Indianapolis","4","Health","polymer-technology-systems","IN","30945272","Indiana","Indianapolis, IN","3866","Polymer Technology Systems","79.8094","6411","109"
"Lakeland","1","Manufacturing","rockford-ettco-procunier","FL","6319467","Florida","Tampa","3867","Rockford-Ettco Procunier","79.7291","26046","32"
"Orlando","7","Health","xymogen","FL","58663582","Florida","Orlando, FL","3868","Xymogen","79.6949","5065","309"
"Brentwood","1","Financial Services","purk-associates","MO","3710481","Missouri","St. Louis, MO-IL","3869","Purk & Associates","79.6567","25642","23"
"Hollywood","1","Business Products & Services","vgmarket","FL","5581578","Florida","Miami","3870","VGMarket","79.6394","24944","37"
"Laredo","6","Travel & Hospitality","journey-mexico","TX","5818117","Texas","Laredo, TX","3871","Journey Mexico","79.5488","901","25"
"Des Plaines","1","Logistics & Transportation","truenorth-travel-solutions","IL","5293430","Illinois","Chicago","3872","TrueNorth Travel Solutions","79.4753","24918","3"
"Newberry","1","Advertising & Marketing","frankel-media-group","FL","2051482","Florida","Gainesville, FL","3873","Frankel Media Group","79.4501","25339","14"
"Port Washington","2","Manufacturing","allen-edmonds","WI","145309200","Wisconsin","Milwaukee-Waukesha-West Allis, WI","3874","Allen Edmonds","79.433","24364","987"
"Houston","5","Advertising & Marketing","topspot-internet-marketing","TX","17911779","Texas","Houston","3875","TopSpot Internet Marketing","79.4154","1163","61"
"Chesterfield","2","IT Services","advantage-technologies","MI","6041731","Michigan","Detroit","3876","Advantage Technologies","79.4047","24181","40"
