"city","yrs_on_list","industry","url","state_s","revenue","state_l","metro","rank","company","growth","id","workers"
"Dallas","1","Advertising & Marketing","blue-track-media","TX","4812000","Texas","Dallas","1350","Blue Track Media","318.799","25570","5"
"Tampa","7","Software","agilethought","FL","20808566","Florida","Tampa","1351","AgileThought","318.7711","751","96"
"Cornelius","1","Real Estate","park-avenue-properties","NC","6716700","North Carolina","Charlotte","1352","Park Avenue Properties","318.3296","25503","34"
"Dallas","8","Consumer Products & Services","one-technologies","TX","249922536","Texas","Dallas","1353","One Technologies","318.1758","8","180"
"Chapel Hill","1","IT Services","eloquentix","NC","2057190","North Carolina","Durham, NC","1354","Eloquentix","317.976","26185","30"
"Cordova","3","Real Estate","memphis-invest","TN","50841369","Tennessee","Memphis, TN-MS-AR","1355","Memphis Invest","317.808","21693","47"
"Chesapeake","3","Software","cdyne","VA","6109140","Virginia","Virginia Beach-Norfolk-Newport News, VA-NC","1356","CDYNE","317.799","21455","77"
"Louisville","1","Telecommunications","inside-connect-cable","KY","2271662","Kentucky","Louisville/Jefferson, KY-IN","1357","Inside Connect Cable","317.545","25080","16"
"Chesapeake","4","Construction","edgewater-construction-services","VA","22344726","Virginia","Virginia Beach-Norfolk-Newport News, VA-NC","1358","Edgewater Construction Services","317.4472","19957","26"
"Dallas","2","IT Services","virtual-tech-gurus","TX","11586798","Texas","Dallas","1359","Virtual Tech Gurus","317.2676","23082","40"
"Woodbine","2","Government Services","clearability","MD","2461254","Maryland","Baltimore","1360","ClearAbility","317.0451","23196","13"
"Roswell","1","Software","apex-payroll","GA","3614615","Georgia","Atlanta","1361","Apex Payroll","317.0188","24983","17"
"Denver","1","Food & Beverage","hammonds-candies","CO","33945966","Colorado","Denver","1362","Hammond's Candies","316.8777","25926","400"
"Orlando","3","Software","activengage","FL","8197000","Florida",,"1363","ActivEngage","316.5142","21065","140"
"San Diego","1","Software","takelessons","CA","10282873","California","San Diego","1364","TakeLessons","315.9627","25915","62"
"Montgomery","1","Software","getusroi","TX","2125609","Texas","Houston","1365","GetUsROI","315.9517","25872","24"
"Oklahoma City","1","Construction","heads-up-companies","OK","2108026","Oklahoma","Oklahoma City, OK","1366","Heads-Up Companies","315.8531","24851","25"
"Glen Allen","2","IT Services","genesis-consulting-partners","VA","8431972","Virginia","Richmond, VA","1367","Genesis Consulting Partners","315.0264","23080","29"
"Citrus Heights","3","Advertising & Marketing","retail-radio","CA","4782217","California","Sacramento--Arden-Arcade--Roseville, CA","1368","Retail Radio","314.0921","21365","17"
"Gallatin","2","Real Estate","reliant-realty","TN","19059551","Tennessee","Nashville","1369","Reliant Realty","313.8869","23503","653"
"Golden Valley","4","Retail","bulkreefsupplycom","MN","16070892","Minnesota","Minneapolis","1370","BulkReefSupply.com","313.8552","19391","45"
"New York","4","Retail","rebecca-minkoff","NY","70058676","New York","New York City","1371","Rebecca Minkoff","313.8138","19576","80"
"Scottsdale","1","Advertising & Marketing","digital-air-strike","AZ","21237619","Arizona","San Jose","1372","Digital Air Strike","312.9676","25326","138"
"Westchester","4","IT Services","york-enterprise-solutions","IL","40435000","Illinois","Chicago","1373","York Enterprise Solutions","312.3132","11000","171"
"Warren","1","IT Services","knowledgent-group","NJ","47036251","New Jersey","New York City","1374","Knowledgent Group","312.2148","25439","185"
"Trussville","1","Energy","spoc-automation","AL","33886117","Alabama","Birmingham-Hoover, AL","1375","SPOC Automation","311.3011","25116","65"
"Oak Brook","4","Telecommunications","access-media-3","IL","45693700","Illinois","Chicago","1376","Access Media 3","311.2548","19423","225"
"Green Brook","1","Food & Beverage","ampal-group","NJ","15244768","New Jersey","New York City","1377","Ampal Group","311.2493","25781","550"
"New York","1","Advertising & Marketing","precise-leads","NY","13133811","New York","New York City","1378","Precise Leads","311.0169","26023","55"
"Deerfield Beach","6","Insurance","insurance-care-direct","FL","45006068","Florida","Miami","1379","Insurance Care Direct","310.846","4146","88"
"Columbus","6","IT Services","ventech-solutions","OH","14764999","Ohio","Columbus, OH","1380","Ventech Solutions","310.6866","4121","85"
"Encino","1","IT Services","access-networks","CA","5533484","California","Los Angeles","1381","Access Networks","310.0487","26175","10"
"Tempe","1","Human Resources","push-marketing-promotions","AZ","4155895","Arizona","Phoenix","1382","PUSH Marketing & Promotions","309.839","26062","25"
"Ocean","4","Engineering","aaski-technology","NJ","51131534","New Jersey","New York City","1383","AASKI Technology","309.7885","19789","173"
"Pasadena","1","Health","a-fordable-billing-solution","CA","4400717","California","Los Angeles","1384","A-Fordable Billing Solution","309.6007","25192","102"
"Addison","5","IT Services","lumenate","TX","150614000","Texas","Dallas","1385","Lumenate","309.5329","1339","211"
"Brookfield","2","Human Resources","patina-solutions","WI","14443000","Wisconsin","Milwaukee-Waukesha-West Allis, WI","1386","Patina Solutions","309.1501","23086","232"
"Orlando","3","IT Services","crunchy-logistics","FL","2516225","Florida","Orlando, FL","1387","Crunchy Logistics","309.0551","21117","15"
"Dallas","2","Human Resources","frontline-source-group","TX","11322163","Texas","Dallas","1388","Frontline Source Group","308.5255","23204","31"
"Spring Hill","2","Construction","thunder-bay-builders","FL","9369348","Florida","Tampa","1389","Thunder Bay Builders","308.3861","23640","45"
"Houston","1","IT Services","centre-technologies","TX","33381698","Texas","Houston","1390","Centre Technologies","308.0334","25568","70"
"Moorestown","1","Health","strive-physical-therapy","NJ","5177339","New Jersey","Philadelphia","1391","Strive Physical Therapy","307.9031","25920","88"
"Apex","2","Advertising & Marketing","autoshop-solutions","NC","2548128","North Carolina","Durham, NC","1392","Autoshop Solutions","307.7951","23312","25"
"Boston","2","Business Products & Services","appneta","MA","9710000","Massachusetts","Boston","1393","AppNeta","307.2987","23810","108"
"Denver","2","Human Resources","bwbacon-group","CO","3465418","Colorado","Denver","1394","BWBacon Group","307.2961","23042","8"
"Ashburn","1","IT Services","dfuse-technologies","VA","4546809","Virginia","Washington, DC","1395","Dfuse Technologies","307.2468","24883","16"
"Issaquah","1","Consumer Products & Services","hydropeptide","WA","7867307","Washington","Seattle","1396","HydroPeptide","307.0807","25125","30"
"Dallas","1","Financial Services","oak-mortgage-group","TX","2717989","Texas","Dallas","1397","Oak Mortgage Group","306.965","26550","33"
"Sterling","2","Government Services","the-millennium-group-international","VA","3569870","Virginia","Washington, DC","1398","The Millennium Group International","306.2251","22982","25"
"Annapolis","1","IT Services","datum","MD","3882413","Maryland","Baltimore","1399","Datum","305.9666","26402","24"
"Atlanta","1","Food & Beverage","h-f-bread-company","GA","3988000","Georgia","Atlanta","1400","H & F Bread Company","305.6968","25632","105"
"New York","1","Financial Services","makosi","NY","8935500","New York","New York City","1401","Makosi","305.6428","25174","80"
"Atlanta","2","Advertising & Marketing","arke","GA","6941768","Georgia","Atlanta","1402","Arke","305.5785","23658","33"
"Walnut","1","IT Services","profuse-solutions","CA","2264291","California","Los Angeles","1403","Profuse Solutions","305.2488","26555","30"
"Wayland","1","Manufacturing","md-molding","IA","3956459","Iowa",,"1404","MD Molding","305.2213","25738","25"
"Washington","5","Real Estate","keller-williams-capital-properties","DC","38261067","District of Columbia","Washington, DC","1405","Keller Williams Capital Properties","304.9962","18097","558"
"Plano","2","Health","goldfish-medical-staffing","TX","14413146","Texas","Dallas","1406","Goldfish Medical Staffing","304.6804","23470","32"
"Kansas City","1","Real Estate","affinity-group-management","MO","14040157","Missouri","Kansas City, MO-KS","1407","Affinity Group Management","304.5073","26479","60"
"Houston","1","Business Products & Services","the-talance-group","TX","9146425","Texas","Houston","1408","The Talance Group","304.4657","25970","18"
"Columbus","1","Education","eschoolview","OH","2254000","Ohio","Columbus, OH","1409","eSchoolView","304.2143","26315","15"
"Stafford","1","IT Services","momentum-solutionz","VA","2809354","Virginia","Washington, DC","1410","Momentum Solutionz","303.4979","25831","2"
"Scarsdale","8","IT Services","quebit","NY","19893669","New York","New York City","1411","QueBIT","303.4832","1167","55"
"Greensboro","5","IT Services","varrow","NC","126827890","North Carolina","Greensboro-High Point, NC","1412","Varrow","303.2283","17319","128"
"Richmond","4","Consumer Products & Services","mosquito-squad","VA","17162823","Virginia","Richmond, VA","1413","Mosquito Squad","303.1701","21461","33"
"Orlando","1","Human Resources","crawford-thomas-recruiting","FL","2995343","Florida","Orlando, FL","1414","Crawford Thomas Recruiting","302.707","25441","25"
"Gaithersburg","3","Advertising & Marketing","blue-corona","MD","3832666","Maryland","Washington, DC","1415","Blue Corona","302.4781","21104","28"
"Coronado","2","Government Services","r3-strategic-support-group","CA","7247459","California","San Diego","1416","R3 Strategic Support Group","301.9359","23313","59"
"Framingham","1","IT Services","avant-garde-solutions","MA","2055109","Massachusetts","Boston","1417","Avant-Garde Solutions","301.9333","25061","19"
"Torrance","3","Consumer Products & Services","scandigital","CA","5639978","California","Los Angeles","1418","ScanDigital","301.8283","21217","48"
"Roswell","3","Telecommunications","fulton-communications","GA","27081128","Georgia","Atlanta","1419","Fulton Communications","300.7393","22297","139"
"Costa Mesa","3","Consumer Products & Services","summerset-professional-grills","CA","9086935","California","Los Angeles","1420","Summerset Professional Grills","300.2394","21926","15"
"Huntsville","1","Government Services","kord-technologies","AL","10914481","Alabama","Huntsville, AL","1421","Kord Technologies","300.0581","26019","73"
"Scottsdale","2","Retail","bell-sports-marketing","AZ","6357000","Arizona","Phoenix","1422","Bell Sports Marketing","300.0602","23444","19"
"Kent","1","Food & Beverage","wow-baking-company","WA","4976268","Washington","Seattle","1423","WOW Baking Company","299.938","26262","42"
"Omaha","7","Health","medical-solutions","NE","126183946","Nebraska","Omaha-Council Bluffs, NE-IA","1424","Medical Solutions","299.8136","743","1107"
"Sterling","3","Government Services","smrc","VA","11837259","Virginia","Washington, DC","1425","SMRC","299.5776","21477","197"
"Omaha","2","Consumer Products & Services","box-office-ticket-sales","NE","22516332","Nebraska","Omaha-Council Bluffs, NE-IA","1426","Box Office Ticket Sales","299.5369","24099","45"
"New York","1","Education","stratus-prep","NY","4019029","New York","New York City","1427","Stratus Prep","298.999","26511","10"
"Cleveland","4","Real Estate","accurate-group","OH","66357754","Ohio","Cleveland","1428","Accurate Group","298.9693","19831","226"
"Boston","4","Retail","spreadshirt","MA","37716000","Massachusetts","Boston","1429","Spreadshirt","298.5207","20255","167"
"Willow Grove","3","Health","azzur-group","PA","11741667","Pennsylvania","Philadelphia","1430","Azzur Group","298.2223","22451","110"
"Rockville","3","Health","esac","MD","9865740","Maryland","Washington, DC","1431","ESAC","298.0453","21151","30"
"Canton","1","IT Services","gsi","GA","13102565","Georgia","Atlanta","1432","GSI","297.8365","26120","53"
"Indianapolis","1","Advertising & Marketing","element-three","IN","3491616","Indiana","Indianapolis, IN","1433","Element Three","297.7599","26378","29"
"Independence","1","Financial Services","strategic-wealth-partners","OH","2623000","Ohio","Cleveland","1434","Strategic Wealth Partners","297.4242","26004","14"
"Irmo","2","IT Services","a3-communications","SC","17500015","South Carolina","Columbia, SC","1435","A3 Communications","297.1698","24433","48"
"Bozeman","1","Energy","energy-1","MT","2695412","Montana","Bozeman, MT","1436","Energy 1","297.0451","24814","9"
"Chicago","1","Insurance","taylor-group-insurance","IL","2685065","Illinois",,"1437","Taylor Group Insurance","296.9042","25105","14"
"Sterling","3","IT Services","tspi","VA","28459273","Virginia","Washington, DC","1438","TSPi","296.6555","21748","51"
"Los Angeles","1","Consumer Products & Services","livelife-fashions","CA","16974649","California","Los Angeles","1439","LiveLife Fashions","296.6165","25656","38"
"Thermal","4","Logistics & Transportation","desert-jet","CA","8753043","California","El Centro, CA","1440","Desert Jet","296.4718","19415","24"
